,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT3,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,df_pay
5803,80000,2,2,2,24,0,0,0,0,0,0,78913,70110,60662,2900,2329,2400,2000,7400,0,0
5804,140000,2,2,1,28,0,0,0,0,0,0,99296,79173,17896,3205,2894,2000,1500,1000,2000,0
5805,50000,2,2,2,25,0,0,0,0,0,0,28428,12620,7057,2000,1110,240,250,300,2335,0
5806,150000,2,2,3,26,0,0,0,0,0,0,4181,3177,669,26034,3182,49174,11823,669,1534,0
5807,90000,2,3,1,53,0,0,0,0,0,0,65237,60363,53525,2255,2200,2100,2014,1876,1901,1
5808,640000,1,1,2,36,0,0,0,0,0,0,192325,71564,42064,4000,4000,3000,5000,5000,3000,0
5809,360000,1,1,2,31,0,0,0,0,0,0,15285,2875,6478,53751,2879,6918,10014,6478,42108,0
5810,130000,2,2,1,33,0,0,0,0,0,0,2454,382,-184,1500,382,2000,3000,0,2000,0
5811,210000,2,1,1,34,0,0,0,0,0,0,201324,209189,87404,10646,8601,3601,3719,3300,3400,0
5812,190000,1,1,2,36,2,2,2,2,2,2,107689,110887,116577,5200,4500,4300,4300,4400,4500,1
5813,150000,2,1,1,44,0,0,0,0,0,0,1365,839,3975,0,839,0,0,3975,0,0
5814,10000,1,3,2,25,0,0,0,0,0,0,3161,390,1280,390,390,390,0,1280,6380,0
5815,30000,2,1,1,24,0,0,0,0,0,0,9280,3415,844,2643,3415,2250,2486,844,0,1
5816,200000,1,1,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5817,140000,2,1,2,25,3,2,0,0,0,0,21593,10084,44593,0,2000,83000,3000,32000,2000,1
5818,170000,2,2,2,30,0,0,2,0,0,0,121009,132655,116653,19078,0,5000,5000,4500,4500,0
5819,20000,2,2,2,24,2,2,2,2,0,0,6270,8000,3314,2284,0,0,186,3314,3515,1
5820,80000,2,2,1,45,0,0,0,0,0,0,82150,0,0,0,0,0,0,0,0,0
5821,110000,1,2,1,49,0,0,0,0,0,0,51803,54570,57196,1921,2563,2300,2300,1704,700,0
5822,150000,2,1,2,28,0,0,0,0,0,0,147933,91705,0,3202,20088,700,0,0,0,0
5823,50000,2,2,2,43,0,0,0,0,0,0,26342,27381,18490,1547,1251,1200,600,627,759,0
5824,50000,2,3,1,70,2,2,0,0,0,0,54084,50733,30482,0,2504,1200,1500,1100,1301,0
5825,50000,1,3,1,50,2,0,0,0,0,0,48607,49583,19904,2100,1500,1000,1000,1000,700,0
5826,10000,2,2,2,22,0,0,0,0,0,0,2274,4730,8252,1067,1500,1000,1751,1073,2041,1
5827,280000,2,1,2,38,0,0,0,0,0,0,17878,30079,15559,2000,30000,14000,1000,16000,0,1
5828,50000,1,2,2,42,2,2,2,0,0,0,51614,50151,20456,2000,39,718,800,800,800,0
5829,10000,2,1,2,22,0,0,0,0,0,0,9397,10228,9859,1200,1153,357,501,429,196,0
5830,140000,2,2,1,28,0,0,0,0,0,0,131292,135820,88808,7000,5820,3829,3753,3808,4744,0
5831,140000,1,1,1,34,2,2,2,2,0,0,104651,104207,103444,5000,3600,0,4000,4000,3603,1
5832,300000,1,1,1,45,0,0,0,0,0,0,193462,190060,127078,6835,7542,7930,6534,6153,2815,0
5833,30000,2,2,1,26,1,2,2,0,0,2,27330,28827,28492,1500,1517,1000,2255,0,1988,0
5834,200000,1,3,1,47,0,0,0,0,2,0,185272,103861,72157,10000,10000,6000,0,5000,3000,0
5835,270000,2,2,2,26,0,0,0,0,0,0,33224,69048,26175,52425,27595,10343,18083,26279,17013,1
5836,90000,2,2,3,36,0,0,0,0,0,0,91458,70101,28250,3137,5094,1106,1001,1201,1074,0
5837,10000,1,2,2,26,2,2,7,7,7,7,2400,2400,2400,0,0,0,0,0,0,1
5838,50000,2,3,2,22,2,2,0,0,0,0,22719,19330,18574,0,1573,804,675,738,1000,0
5839,80000,2,1,2,25,0,0,0,0,0,0,0,988,0,0,988,0,0,0,0,0
5840,110000,2,2,2,26,0,0,0,0,0,0,65800,70065,79694,2510,4000,3000,7000,3100,1377,0
5841,370000,1,1,2,30,0,0,0,0,0,0,6592,184429,72656,4000,192718,5000,5000,3000,2000,0
5842,50000,1,2,2,23,0,0,0,0,0,0,1678,1322,540,1200,1322,1500,540,540,780,0
5843,10000,1,2,2,37,0,0,0,0,0,0,885,780,390,1475,780,0,31250,0,0,0
5844,180000,2,1,2,27,0,0,2,0,0,0,99137,115839,116097,22500,121,10000,20000,25000,0,0
5845,60000,2,2,1,59,4,4,5,4,3,2,56998,59595,55826,3601,2000,0,0,0,4000,0
5846,90000,2,1,1,43,0,0,0,0,2,2,58043,62540,82472,5003,5000,20000,10,10104,87,1
5847,120000,2,1,1,30,1,0,0,0,0,0,0,0,150,0,0,0,0,150,200,0
5848,110000,1,1,2,30,0,0,0,0,0,0,110800,96347,49251,4404,2826,1880,1805,2182,2000,0
5849,280000,2,3,1,61,0,0,0,0,0,0,162734,149201,148302,7000,6000,5500,5800,5200,6000,0
5850,200000,1,1,2,28,0,0,2,2,0,0,7464,10373,170722,22182,7,0,6177,180722,5000,0
5851,130000,1,2,2,29,0,0,0,0,0,0,62530,62650,64684,2272,2230,2243,2500,3000,4000,0
5852,200000,2,2,2,28,1,2,0,0,2,2,61844,63663,71272,0,5000,5000,0,6000,0,1
5853,50000,2,2,2,26,0,0,0,0,0,0,29356,31180,19248,1603,1300,658,680,773,524,1
5854,30000,1,3,1,53,0,0,0,0,0,0,1596,0,0,0,0,0,0,0,0,0
5855,230000,2,1,1,30,0,0,0,0,0,0,13995,23326,11068,28097,23352,13684,12883,11068,11436,0
5856,180000,2,1,2,31,0,0,0,0,0,0,3920,0,15248,1020,0,860,13335,15248,17676,0
5857,220000,1,1,1,40,0,0,0,0,0,0,129597,132188,94777,20000,8000,5000,7000,7000,5000,0
5858,50000,1,1,2,46,0,0,0,0,0,0,51400,0,0,0,0,0,0,0,0,0
5859,20000,1,1,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,250000,2,2,2,40,0,0,0,0,0,0,2348,-1404,8941,329,5000,5000,5000,4000,3000,0
5861,50000,1,3,2,41,0,0,0,0,0,0,47384,49771,19661,2194,2151,755,71,19837,792,0
5862,180000,2,2,2,26,0,0,0,0,0,0,10874,7738,7603,2000,2000,2000,3109,5000,5520,0
5863,320000,1,2,2,44,0,0,0,0,0,0,36831,13104,6564,28791,13227,2621,9075,6564,12767,0
5864,10000,2,3,1,41,0,0,2,0,0,0,780,780,780,1473,0,0,390,780,0,1
5865,320000,2,1,2,31,0,0,0,0,0,0,1345,9572,3865,5458,9579,3826,737,3865,300,0
5866,250000,1,2,2,30,0,0,0,0,0,0,170559,177321,158503,6523,7992,6475,6050,6197,6000,0
5867,30000,1,2,2,24,1,2,2,3,2,0,20985,20399,11229,0,2403,0,0,2000,0,0
5868,260000,1,2,2,31,0,0,0,0,0,0,326,326,326,652,326,326,326,326,144,0
5869,130000,2,2,1,37,0,0,0,0,0,0,122944,107783,87863,6013,5312,3100,3123,6293,3273,0
5870,180000,2,1,1,30,0,0,0,0,0,2,149069,156282,148963,7500,8000,9000,14000,0,5500,1
5871,270000,2,1,2,27,0,0,0,0,0,0,200750,197854,145068,9500,8929,7265,5400,5300,5100,0
5872,80000,2,3,2,30,0,0,0,0,0,0,36676,39856,30120,2165,2774,30458,1063,1308,4317,0
5873,30000,2,1,2,27,0,0,0,0,0,0,418,2418,7093,1052,1000,500,1000,7093,1000,0
5874,100000,1,3,1,35,2,2,0,0,2,2,101326,92431,93766,0,3500,7000,0,7000,0,1
5875,340000,2,2,2,33,0,0,0,0,0,0,336190,306575,325028,10300,10302,10365,10750,11150,11271,1
5876,210000,2,2,1,26,0,0,0,0,0,0,207033,142119,150758,9000,5500,3600,1000,135000,5314,0
5877,280000,2,1,2,27,0,0,0,0,0,0,-5,-5,1133,0,0,8169,0,231133,3300,0
5878,710000,1,2,2,33,0,0,0,0,0,0,8471,940,3738,17330,944,7586,4739,3754,25259,0
5879,50000,2,2,2,23,0,0,0,0,0,0,42790,36360,29263,1635,1423,1020,1050,1503,1016,0
5880,190000,1,1,2,35,0,0,0,0,0,0,24873,22117,22598,1807,2000,2010,1003,2007,3019,0
5881,400000,2,1,2,32,0,0,0,0,0,0,48419,53291,64879,5000,3000,5000,5000,5000,5000,0
5882,110000,2,3,1,53,0,0,0,0,0,0,1457,0,0,745,0,0,0,0,0,0
5883,20000,2,2,1,23,2,0,0,0,2,0,16219,18398,9199,1674,1446,1100,0,379,1085,1
5884,20000,2,1,2,25,2,2,0,0,0,0,18446,18718,20209,0,1718,900,2000,1800,0,1
5885,20000,2,2,1,29,1,2,2,2,2,2,12186,13474,11167,0,2000,0,1055,0,215,0
5886,20000,1,2,2,23,1,2,2,2,2,0,4673,6181,8408,2000,0,700,0,2000,2000,0
5887,230000,2,1,2,43,0,0,0,0,0,0,39677,38228,34347,5000,5000,3000,3459,4000,5000,0
5888,180000,1,2,1,37,0,0,0,0,0,0,14480,5198,4188,34045,5217,13263,6000,1000,4085,0
5889,280000,1,2,1,41,0,0,0,0,0,0,3520,3188,9898,3110,3188,4189,10276,9898,1691,0
5890,510000,2,1,2,36,0,0,0,0,0,0,234900,217620,195124,9975,8200,7268,7000,7177,7200,0
5891,150000,1,2,1,40,0,0,0,0,0,0,141697,137737,133716,7000,7000,6000,7000,5021,9000,0
5892,20000,1,3,2,26,2,0,0,0,0,0,17880,19327,19909,1641,2400,632,800,1000,1500,1
5893,110000,2,3,1,38,0,0,0,0,0,0,100699,74647,23116,3530,3066,2033,2021,1024,1003,0
5894,230000,2,1,2,34,0,2,0,0,2,0,907,119,32774,0,1000,1000,0,33500,3000,1
5895,180000,2,1,2,27,0,0,0,0,0,0,124501,129440,129813,5000,6000,5000,5000,5000,5000,0
5896,230000,2,3,2,36,0,0,0,0,0,0,13809,13200,15251,1533,1200,2789,1242,1251,1272,0
5897,370000,2,1,2,35,0,0,0,0,0,0,40229,-101,155988,0,0,2430,161450,6035,6439,0
5898,500000,2,1,2,30,0,0,0,0,0,0,1078,500,617,5562,810,617,0,0,28572,0
5899,260000,2,2,1,43,1,0,0,0,0,0,0,-1248,1398,0,0,2080,0,1398,0,0
5900,80000,1,2,1,53,0,0,0,0,0,0,5800,0,0,1000,0,0,0,0,0,1
5901,140000,2,2,2,27,1,2,2,3,2,2,118013,128308,131290,9044,8200,1000,0,9874,0,0
5902,50000,1,1,2,30,0,0,0,0,2,2,29994,23618,46882,2000,1300,3000,0,25000,0,0
5903,50000,2,2,1,45,0,0,0,2,2,2,26615,23406,11133,2000,2000,0,1500,0,1000,0
5904,80000,1,1,2,32,0,0,0,0,0,0,4055,0,0,0,0,0,0,0,0,0
5905,150000,2,2,2,28,0,0,0,0,0,0,85118,92345,80259,5000,5000,5000,5000,5000,5000,1
5906,50000,2,2,1,46,0,0,0,0,0,0,49859,49222,29826,2438,2200,1187,1213,1073,1066,0
5907,80000,1,2,3,39,2,0,0,0,0,0,76123,28674,27934,2000,1500,1200,1300,1200,1200,0
5908,140000,2,1,1,40,0,0,0,0,0,0,67371,56175,62480,3100,3888,2800,2800,3800,3000,0
5909,140000,2,1,2,30,0,0,0,0,0,0,105732,102682,107155,5000,5500,5000,4000,4500,4500,0
5910,50000,2,2,2,24,0,0,0,0,0,0,1580,995,2110,306,995,1055,0,2110,0,0
5911,30000,2,2,2,24,0,0,2,0,0,0,25111,26552,28859,3551,0,1902,1022,1200,1200,0
5912,230000,1,2,2,32,0,0,0,0,0,0,171111,76691,78017,7468,3000,2723,2810,2793,2860,1
5913,150000,2,2,2,26,0,0,0,0,0,0,94347,99230,103062,5000,4500,4500,6000,5000,5000,0
5914,200000,2,2,1,53,0,0,0,0,0,0,5059,16556,47140,0,16556,0,0,47140,0,0
5915,110000,2,1,1,41,2,2,7,7,7,7,150,150,150,0,0,0,0,0,0,0
5916,150000,2,2,1,44,0,0,0,0,0,0,17723,14945,8105,2019,2020,2000,2000,2000,1000,0
5917,200000,2,3,1,46,0,0,0,0,0,0,1207,2500,0,5590,2500,0,0,0,0,1
5918,180000,2,3,2,33,1,0,2,0,0,0,0,199,0,199,0,580,0,0,0,0
5919,90000,2,1,2,29,0,0,0,0,0,0,6146,0,0,6198,200,3199,0,0,0,0
5920,200000,2,1,2,30,0,0,0,0,0,0,105,588,432,271,588,111,305,432,0,1
5921,230000,2,2,1,45,0,0,0,0,0,0,107,1741,0,107,1741,214,0,0,0,0
5922,80000,1,1,2,29,0,0,0,0,0,0,17562,15631,11624,3015,2008,1009,2005,507,2607,0
5923,230000,2,1,2,33,0,0,0,0,0,0,6283,0,0,0,0,0,0,0,0,0
5924,340000,2,2,2,31,4,3,2,0,0,0,581775,384060,228349,0,0,1000,4320,287982,8007,1
5925,290000,2,2,1,53,0,0,0,0,0,0,1538,1440,4898,199,1440,1017,3798,4898,5034,0
5926,60000,2,3,1,41,0,0,0,0,0,0,55773,55562,55195,2627,2700,2500,2300,3000,2500,0
5927,320000,2,1,2,29,0,0,0,0,0,0,12130,0,16706,0,0,364,16177,800,650,1
5928,200000,2,2,2,25,0,0,0,0,0,0,22701,9855,7354,0,10145,24091,492,7354,9694,0
5929,50000,2,3,1,54,0,0,0,0,0,0,16648,15622,11657,1588,1483,611,458,403,351,0
5930,50000,1,3,2,24,4,3,2,2,2,0,27226,26976,27185,0,1200,968,0,998,1479,1
5931,230000,2,2,1,43,0,0,0,0,0,0,84821,87601,95768,4293,4162,5000,5000,5000,5000,0
5932,130000,2,1,2,29,0,0,3,3,2,0,106271,121140,116062,15107,5000,0,0,4200,5000,0
5933,80000,2,3,1,39,0,0,0,0,0,0,715,3550,3228,2012,3550,7529,0,3228,0,0
5934,120000,2,1,2,31,0,0,0,0,0,2,82683,75735,60981,4445,4020,3000,5700,0,2500,0
5935,200000,2,2,1,34,0,0,0,0,0,0,4798,5366,0,1125,1000,2141,0,0,0,0
5936,300000,1,3,2,34,0,0,0,0,0,0,4741,10436,0,3767,10436,9856,4198,0,0,0
5937,200000,2,2,1,36,0,0,0,0,0,0,1070,1099,1099,4107,1099,1099,1099,1099,1099,0
5938,80000,2,2,1,46,0,0,0,0,0,0,34494,37326,40920,2000,2000,1500,2000,2000,2000,0
5939,80000,2,3,2,32,1,0,0,0,0,0,-137,11047,814,42010,11047,9300,0,0,4032,0
5940,60000,2,1,2,25,0,0,0,0,0,0,51907,53559,58085,1935,2000,2000,2000,6000,0,0
5941,30000,2,2,1,30,0,0,0,2,0,0,25156,28478,30240,1500,3000,0,1001,2500,1200,0
5942,300000,2,2,1,42,0,0,0,0,0,0,38913,8157,1518,319,8157,21228,326,1518,47374,0
5943,100000,2,1,1,38,0,0,0,0,0,0,66762,65132,51948,5000,2436,3000,3000,2000,3000,0
5944,290000,2,1,2,31,0,0,0,0,0,0,44193,15315,162,1380,1212,284,5000,162,380,0
5945,270000,1,4,2,39,1,0,0,0,0,0,0,69553,0,10193,70213,19008,399,0,0,0
5946,70000,2,2,2,24,0,0,0,0,0,0,7033,28199,27091,1954,28000,1250,1496,29251,1000,1
5947,90000,2,2,1,24,0,0,0,0,0,0,91272,88129,27224,5000,3069,2028,2110,2142,39245,0
5948,170000,2,1,2,26,0,0,0,0,0,0,108426,84897,86096,3600,3111,3000,3100,3101,3306,0
5949,80000,2,2,1,36,0,0,0,0,0,0,69760,50857,40935,2500,2061,1413,1460,1751,1958,1
5950,100000,2,2,1,41,0,0,0,0,0,0,95326,99147,77841,4825,4600,3000,2940,3000,3000,0
5951,240000,1,1,1,47,0,0,0,0,0,0,5731,0,0,0,0,0,0,0,0,0
5952,290000,2,1,1,41,0,0,0,0,0,0,11200,970,2184,0,970,0,0,2184,1140,0
5953,120000,2,1,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5954,200000,1,2,2,26,0,0,0,0,0,0,103194,107765,115402,5500,4000,4000,5242,5000,4400,0
5955,20000,1,2,2,22,0,0,0,0,0,0,13447,7842,0,2200,2000,2200,1200,0,0,0
5956,500000,1,1,1,38,0,0,0,0,0,0,75433,7860,4691,27486,7860,3047,8831,4734,11484,0
5957,100000,2,2,2,25,0,0,0,0,0,0,98349,91096,78084,3600,3000,2700,2800,3000,2800,0
5958,350000,1,1,1,55,0,0,0,0,0,0,5961,1485,666,6326,1485,788,15015,666,0,0
5959,50000,2,2,2,24,1,2,0,0,0,0,34069,22883,19929,0,1636,700,1500,1000,500,0
5960,340000,2,2,1,52,0,0,0,0,0,0,331508,255166,195961,12100,10000,7000,7000,7000,8000,0
5961,180000,2,2,1,29,0,0,0,0,0,0,26000,26662,25442,1800,1500,1056,950,1000,1050,0
5962,300000,2,1,1,54,0,0,0,0,0,0,1080,4190,5440,0,4208,2539,2590,5440,5646,0
5963,220000,2,1,1,32,1,2,0,0,2,2,17325,18474,21854,0,2000,2500,0,2000,0,0
5964,80000,1,1,2,26,0,0,0,0,0,0,56417,47656,22755,2600,4000,3000,3500,3500,2300,0
5965,50000,2,2,1,32,0,0,0,0,0,0,44751,29136,17340,1500,1239,612,607,2593,584,0
5966,100000,1,2,2,26,0,0,0,0,0,0,60077,49234,53056,4000,3000,2000,2000,2200,1700,0
5967,200000,1,1,2,27,0,0,0,0,0,0,58725,22869,37127,30229,22946,30684,54589,37208,55031,0
5968,480000,2,1,1,45,0,0,0,0,0,0,17976,650,9429,1008,650,1597,3750,9429,1000,0
5969,170000,2,2,1,34,0,0,0,0,0,0,35348,31450,15081,1402,1789,652,798,1081,173,0
5970,20000,2,1,2,25,0,0,0,0,0,0,15790,17936,9657,1372,1500,1000,2000,2000,0,1
5971,80000,1,2,1,28,0,0,0,0,0,0,32114,16391,5429,1324,4122,139,1000,1000,1000,1
5972,80000,1,1,2,26,0,0,0,0,0,0,79650,65609,46684,3515,2627,1697,2000,1700,3000,1
5973,300000,1,2,1,31,1,2,0,0,0,0,250121,159556,12621,10236,7063,1005,1045,1004,1005,0
5974,150000,1,1,2,29,0,0,0,0,0,0,1934,15378,0,12170,8200,0,8160,0,0,0
5975,50000,2,2,2,24,0,0,0,0,0,0,14814,36631,0,10755,36671,583,0,0,0,0
5976,50000,2,2,1,26,0,0,0,0,0,0,1902,0,0,782,0,4699,0,0,0,0
5977,100000,2,3,2,28,2,0,0,0,0,0,99627,69971,59650,3796,3041,2500,2600,2171,2600,0
5978,90000,2,2,1,45,0,0,0,0,0,0,37453,179,0,24509,179,0,0,0,0,0
5979,70000,2,1,2,24,1,2,2,2,2,2,15932,16315,18753,1500,0,1355,0,2353,0,1
5980,90000,2,4,2,23,0,0,0,0,0,0,83176,75422,9665,3504,2942,979,191,193,14210,0
5981,400000,1,1,1,42,0,0,0,0,0,0,34084,21089,25172,4085,1539,3013,3003,3003,5979,0
5982,10000,1,2,2,36,0,0,2,0,0,0,7393,7226,1600,2329,0,1007,2200,1600,3883,1
5983,80000,1,1,2,27,0,0,0,0,0,0,72565,51529,29200,10000,4000,2000,3000,2500,0,0
5984,70000,1,1,2,33,0,0,0,0,0,0,63845,65169,0,3224,1680,3000,142,142,0,0
5985,100000,1,3,1,44,2,2,2,2,2,2,30076,31676,33524,2000,1200,1400,0,2600,0,0
5986,210000,2,2,1,33,0,0,0,0,0,0,1971,0,0,822,0,0,0,0,0,1
5987,360000,2,3,2,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5988,280000,1,1,1,28,1,2,0,0,0,2,285249,277026,111885,5,10031,10021,7111,34,171574,0
5989,180000,1,1,2,32,0,0,0,0,0,0,85040,68131,59335,2937,2226,2271,2108,3012,1933,0
5990,220000,1,1,1,45,1,2,0,0,0,0,157122,156996,165399,0,7600,5700,6000,6000,12300,0
5991,200000,1,1,2,47,0,0,0,0,0,0,696,696,696,696,696,696,846,696,696,0
5992,130000,2,2,2,25,1,2,0,0,0,0,52180,52000,51033,0,5000,4000,3000,3500,13000,0
5993,200000,1,2,1,47,0,0,0,0,0,0,389,389,389,390,390,390,390,390,385,0
5994,170000,2,1,1,44,0,0,0,0,0,0,29940,5641,2557,15927,5641,2194,18601,2557,3871,0
5995,140000,1,1,2,30,0,0,0,0,0,0,22778,1683,-177,6500,2515,0,8000,0,1000,0
5996,50000,2,3,1,54,0,0,0,0,0,0,50318,48491,29039,2008,3537,5700,1102,1200,1100,0
5997,200000,2,3,2,26,0,0,0,0,0,2,22629,27210,40428,3000,3000,10000,3700,2000,3000,0
5998,200000,1,3,2,33,0,0,0,0,0,0,181542,152447,109504,7100,5354,4363,4816,4381,3330,0
5999,360000,2,3,1,36,2,0,0,0,0,0,150527,0,0,7000,0,0,0,0,0,0
6000,50000,1,2,1,33,0,0,0,0,0,0,13538,6879,5440,2000,1284,264,109,390,0,0
6001,500000,2,1,2,37,0,0,0,0,0,0,6364,517,2668,1625,517,0,1450,2668,1480,0
6002,90000,2,2,2,30,0,0,0,0,2,2,75382,75036,76610,3350,3300,5500,1600,3950,0,1
6003,500000,1,1,2,36,0,0,0,0,0,0,2450,34741,22697,1100,35157,3000,5000,5000,5000,0
6004,80000,2,3,1,33,0,0,0,0,0,0,78428,74383,48950,3373,7248,2980,2000,1903,1851,0
6005,230000,1,3,1,53,0,0,0,0,0,0,2150,6020,28100,9413,6161,18468,9665,28100,3480,0
6006,120000,2,1,2,30,0,0,0,0,0,0,416,416,416,416,416,0,832,416,416,1
6007,190000,2,3,1,56,0,0,0,0,0,0,67211,57104,58847,2818,2700,2191,2300,2130,2280,0
6008,500000,1,2,1,50,0,0,0,0,0,0,265803,223989,212237,16770,13989,33232,29695,32838,38770,0
6009,80000,2,2,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,450000,2,1,2,35,1,0,0,0,0,0,0,3581,0,0,3581,73,0,0,0,0
6011,280000,2,1,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,360000,2,3,1,47,0,0,0,0,0,0,1458,3994,7429,0,3998,0,0,7429,490,1
6013,30000,2,2,2,21,0,0,0,0,0,0,28871,29051,28925,1802,1802,1358,1100,1151,1568,0
6014,50000,2,2,1,25,0,0,2,0,0,2,35676,30785,34476,3400,0,1300,4300,0,1500,1
6015,60000,2,2,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6016,30000,2,2,1,28,0,0,0,0,0,0,8618,4885,942,1700,1020,1000,0,1206,0,0
6017,20000,1,2,1,49,0,0,0,0,0,0,16348,10720,0,2010,1508,1000,0,0,0,1
6018,20000,1,3,3,57,1,2,0,0,0,0,20442,19888,20134,1200,1300,1000,1000,1000,1000,0
6019,200000,1,1,1,43,2,0,0,0,0,0,43272,4397,0,2000,2000,0,0,0,0,1
6020,100000,2,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,300000,2,3,1,39,0,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,0
6022,210000,2,1,2,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,70000,2,3,1,71,0,0,0,2,0,0,64670,70867,48530,3166,6550,0,2033,1915,1708,0
6024,210000,2,2,2,29,1,1,0,0,0,0,1767,-3987,4347,0,0,2000,4000,3000,5000,0
6025,440000,1,1,1,31,1,2,2,2,0,0,274263,360999,119034,0,100006,0,6000,4000,8000,1
6026,410000,1,1,2,33,0,0,0,0,0,0,4111,25014,15656,897,26880,15083,12049,4077,5541,0
6027,110000,1,1,1,36,0,0,0,0,0,0,104498,109836,47473,5000,4823,2000,2000,2000,2000,0
6028,200000,2,1,2,36,0,0,0,0,0,0,120869,0,0,0,0,0,0,0,0,0
6029,180000,2,3,1,42,0,0,0,0,0,0,2069,448,5287,2675,448,0,29926,5287,10843,1
6030,150000,2,1,1,46,0,0,0,0,0,0,21787,24134,29766,1382,1699,1200,5000,1214,1500,0
6031,330000,2,1,2,33,1,0,0,0,2,2,-200,-200,350,0,0,350,0,200,0,0
6032,500000,2,2,1,41,0,0,2,0,0,0,8938,65181,11602,65215,326,5494,30328,11658,132,0
6033,350000,2,2,1,35,0,0,0,0,0,0,83379,26858,-2,26436,26921,40098,10855,2,0,0
6034,200000,2,2,1,36,0,0,0,0,0,0,473,5122,0,4528,5122,0,1771,0,604,1
6035,280000,1,1,1,45,0,0,0,0,0,0,2270,-15,17508,1703,0,30958,15631,17508,10049,1
6036,80000,2,3,1,39,0,0,0,0,0,0,5280,5000,5000,5000,5000,0,5000,5000,470,0
6037,280000,2,1,2,29,0,0,0,0,0,0,4356,2663,858,12384,2664,867,3060,858,3193,0
6038,130000,2,2,2,23,2,2,2,2,0,0,115978,108759,98233,12073,3400,0,3482,4037,2630,0
6039,160000,2,2,1,49,0,0,0,0,0,0,76445,19007,20445,4000,3000,1000,1000,1000,1000,0
6040,20000,2,2,2,23,2,2,7,7,7,6,2400,2400,1800,0,0,0,0,0,0,1
6041,300000,2,2,2,32,0,0,0,0,0,0,26575,20111,0,1321,9160,1000,250,0,0,0
6042,100000,2,1,2,32,0,0,0,0,0,0,93724,98111,67452,3800,4000,2500,2500,3000,2600,0
6043,130000,1,2,1,38,0,0,0,0,0,0,780,11440,390,0,11440,3752,1824,390,390,0
6044,500000,1,1,1,55,2,2,2,2,2,2,4957,4957,4957,0,0,0,0,0,0,1
6045,200000,2,2,1,27,1,3,2,2,2,2,183994,182657,177141,5200,7000,0,13300,0,6200,1
6046,360000,2,1,2,30,0,0,0,0,0,0,70701,78212,72575,10000,10005,10000,10000,10000,10000,0
6047,20000,2,2,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6048,400000,1,2,2,29,1,2,0,0,0,0,21092,19058,12774,0,1510,1010,1000,2000,2000,0
6049,200000,2,3,1,52,1,2,2,0,0,0,203385,164665,104728,5891,0,6100,5792,4240,2900,0
6050,30000,2,4,1,60,0,0,0,0,0,0,19282,21638,26410,1700,2617,5710,1000,3342,0,0
6051,30000,1,2,1,58,0,0,0,0,0,0,2450,3767,3697,4777,3770,4151,3940,3697,843,1
6052,50000,1,2,1,55,1,2,0,0,0,0,44306,43454,1689,0,1200,1000,2150,1689,0,0
6053,230000,2,1,1,51,0,0,0,0,0,0,986,2754,2308,2295,2764,74,3381,2308,2381,1
6054,210000,2,1,1,36,1,0,0,0,0,0,0,0,0,799,0,0,4150,0,0,1
6055,50000,2,1,2,49,2,2,4,4,4,4,150,150,150,0,0,0,0,0,0,1
6056,170000,2,4,1,33,0,0,0,0,0,0,143737,124370,8535,6247,6375,4468,1000,1306,110000,0
6057,230000,1,1,1,44,0,0,0,0,0,0,815,815,815,815,815,1630,0,815,629,0
6058,230000,2,1,2,48,0,0,0,0,0,0,161083,168214,165878,7800,7684,5600,5755,6000,6300,0
6059,350000,2,1,1,36,0,0,0,0,0,0,352032,351888,354265,13068,14412,12947,13016,12823,12915,0
6060,170000,2,1,2,36,0,0,2,0,0,0,248,416,-1092,1416,0,2304,0,0,0,0
6061,150000,2,2,1,36,2,2,2,2,2,2,137723,142475,149697,7000,5200,5300,5200,5500,5200,0
6062,90000,2,2,1,27,0,0,0,0,0,0,1767,18382,10323,17684,3000,5000,3000,5000,7000,0
6063,320000,2,1,2,33,0,0,0,0,0,0,-347,-347,13694,0,0,0,0,14041,1613,0
6064,120000,2,2,2,45,0,0,0,0,0,0,92000,96000,0,2000,2000,2000,2000,0,0,0
6065,20000,2,3,1,56,2,0,0,0,0,0,12864,15334,9950,1500,1500,1000,1500,1500,1500,0
6066,280000,2,1,1,41,2,0,0,0,0,0,280,486,244,6859,486,0,0,244,0,0
